Parameter,Object,Writable,Value,Value type
InternetGatewayDevice.WiMAX.ServerFlow.D_PackingEnabled,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.D_PhsEnabledEnabled,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.D_PiggybackBwrEnabled,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.D_PollingInterval,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.D_Priority,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.D_Scheduling,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.D_ServiceClassArg,false,false,,xsd:string
InternetGatewayDevice.WiMAX.ServerFlow.D_State,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.Direction,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.FragmentationEnabled,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.GrantInterval,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.HarqAcids,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.HarqEnable,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.HarqLatency,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.HarqPduSn,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.MaxLatency,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.Maxrate,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.Minrate,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.MulticastBwrEnabled,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.PackingEnabled,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.PhsEnabledEnabled,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.PiggybackBwrEnabled,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.PollingInterval,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.Priority,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.Scheduling,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.ServerFlow.ServiceClassArg,false,false,,xsd:string
InternetGatewayDevice.WiMAX.ServerFlow.State,false,false,0,xsd:unsignedInt
InternetGatewayDevice.WiMAX.Status,true,false,,
InternetGatewayDevice.WiMAX.Status.BSID,false,false,00:04:57:00:53:20,xsd:string
InternetGatewayDevice.WiMAX.Status.CINR1,false,false,30.53dB,xsd:string
InternetGatewayDevice.WiMAX.Status.CINR3,false,false,34.72dB,xsd:string
InternetGatewayDevice.WiMAX.Status.ConnState,false,false,Connected,xsd:string
InternetGatewayDevice.WiMAX.Status.ConnectBand,false,false,5000KHz,xsd:string
InternetGatewayDevice.WiMAX.Status.ConnectFreq,false,false,3532500KHz,xsd:string
InternetGatewayDevice.WiMAX.Status.DLDataRate,false,false,0 bytes/sec,xsd:string
InternetGatewayDevice.WiMAX.Status.DLFEC,false,false,64-QAM(CTC)5/6,xsd:string
InternetGatewayDevice.WiMAX.Status.EthPktRcv,false,false,926.467MB,xsd:string
InternetGatewayDevice.WiMAX.Status.EthPktTran,false,false,341.257MB,xsd:string
InternetGatewayDevice.WiMAX.Status.LinkQualityReuse1,false,false,100%,xsd:string
InternetGatewayDevice.WiMAX.Status.LinkQualityReuse3,false,false,100%,xsd:string
InternetGatewayDevice.WiMAX.Status.Power,false,false,-12.71dBm,xsd:string
InternetGatewayDevice.WiMAX.Status.RSSI,false,false,-43.70dBm,xsd:string
InternetGatewayDevice.WiMAX.Status.SignalStrength,false,false,100%,xsd:string
InternetGatewayDevice.WiMAX.Status.ULDataRate,false,false,0 bytes/sec,xsd:string
InternetGatewayDevice.WiMAX.Status.ULFEC,false,false,16-QAM(CTC)3/4,xsd:string
InternetGatewayDevice.WiMAX.Status.WiMAXPktRcv,false,false,0,xsd:string
InternetGatewayDevice.WiMAX.Status.WiMAXPktTran,false,false,0,xsd:string
InternetGatewayDevice.WiMAX.UpgPackage,true,false,,
InternetGatewayDevice.WiMAX.UpgPackage.PackageDate,false,false,2011-09-10,xsd:string
InternetGatewayDevice.WiMAX.VerType,true,false,,
InternetGatewayDevice.WiMAX.VerType.WmxVerType,false,false,1,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.CurrentLevel,false,true,Low,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.1,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.1.ACL,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.1.AppFilter,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.1.DosAttack,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.1.DosAttack.ArpAttack,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.1.DosAttack.IcmpFlooding,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.1.DosAttack.SynFlooding,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.1.IpFilter,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.1.Level,false,true,Disable,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.1.MacFilter,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.1.MacFilterPolicy,false,true,false,xsd:boolean
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.1.Revisable,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.1.TotalNumberOfEntries,false,false,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.1.UrlFilter,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.1.UrlFilterPolicy,false,true,false,xsd:boolean
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.ACL,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.ACL.1,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.ACL.1.X_HUAWEI_Direction,false,true,WAN,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.ACL.1.X_HUAWEI_EndIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.ACL.1.X_HUAWEI_Service,false,true,ACS,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.ACL.1.X_HUAWEI_StartIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.ACL.2,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.ACL.2.X_HUAWEI_Direction,false,true,LAN,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.ACL.2.X_HUAWEI_EndIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.ACL.2.X_HUAWEI_Service,false,true,HTTP,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.ACL.2.X_HUAWEI_StartIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.AppFilter,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.AppFilter.1,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.AppFilter.1.Name,false,true,DNS,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.AppFilter.1.Port,false,true,53,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.AppFilter.1.Protocol,false,true,UDP,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.AppFilter.1.Status,false,true,1,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.AppFilter.2,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.AppFilter.2.Name,false,true,FTP,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.AppFilter.2.Port,false,true,21,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.AppFilter.2.Protocol,false,true,TCP,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.AppFilter.2.Status,false,true,1,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.AppFilter.3,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.AppFilter.3.Name,false,true,HTTP,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.AppFilter.3.Port,false,true,80,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.AppFilter.3.Protocol,false,true,TCP,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.AppFilter.3.Status,false,true,1,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.DosAttack,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.DosAttack.ArpAttack,false,true,1,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.DosAttack.IcmpFlooding,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.DosAttack.SynFlooding,false,true,1,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.IpFilter,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.IpFilter.1,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.IpFilter.1.DestIPEnd,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.IpFilter.1.DestIPStart,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.IpFilter.1.DestPortEnd,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.IpFilter.1.DestPortStart,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.IpFilter.1.Interface,false,true,ALL,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.IpFilter.1.Name,false,true,High-Ip,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.IpFilter.1.Priority,false,true,255,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.IpFilter.1.Protocol,false,true,ALL,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.IpFilter.1.SourceIPEnd,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.IpFilter.1.SourceIPStart,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.IpFilter.1.SourcePortEnd,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.IpFilter.1.SourcePortStart,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.IpFilter.1.Status,false,true,2,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.Level,false,true,High,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.MacFilter,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.MacFilterPolicy,false,true,false,xsd:boolean
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.Revisable,false,true,2,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.TotalNumberOfEntries,false,false,3,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.UrlFilter,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.2.UrlFilterPolicy,false,true,false,xsd:boolean
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.ACL,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.ACL.1,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.ACL.1.X_HUAWEI_Direction,false,true,WAN,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.ACL.1.X_HUAWEI_EndIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.ACL.1.X_HUAWEI_Service,false,true,ACS,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.ACL.1.X_HUAWEI_StartIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.ACL.2,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.ACL.2.X_HUAWEI_Direction,false,true,LAN,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.ACL.2.X_HUAWEI_EndIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.ACL.2.X_HUAWEI_Service,false,true,HTTP,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.ACL.2.X_HUAWEI_StartIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter.1,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter.1.Name,false,true,DNS,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter.1.Port,false,true,53,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter.1.Protocol,false,true,UDP,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter.1.Status,false,true,1,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter.2,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter.2.Name,false,true,FTP,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter.2.Port,false,true,21,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter.2.Protocol,false,true,TCP,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter.2.Status,false,true,1,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter.3,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter.3.Name,false,true,HTTP,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter.3.Port,false,true,80,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter.3.Protocol,false,true,TCP,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter.3.Status,false,true,1,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter.4,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter.4.Name,false,true,File Share,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter.4.Port,false,true,"137-139,445",xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter.4.Protocol,false,true,TCP/UDP,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.AppFilter.4.Status,false,true,1,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.DosAttack,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.DosAttack.ArpAttack,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.DosAttack.IcmpFlooding,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.DosAttack.SynFlooding,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.IpFilter,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.IpFilter.1,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.IpFilter.1.DestIPEnd,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.IpFilter.1.DestIPStart,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.IpFilter.1.DestPortEnd,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.IpFilter.1.DestPortStart,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.IpFilter.1.Interface,false,true,ALL,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.IpFilter.1.Name,false,true,Middle-Ip,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.IpFilter.1.Priority,false,true,255,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.IpFilter.1.Protocol,false,true,ALL,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.IpFilter.1.SourceIPEnd,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.IpFilter.1.SourceIPStart,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.IpFilter.1.SourcePortEnd,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.IpFilter.1.SourcePortStart,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.IpFilter.1.Status,false,true,2,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.Level,false,true,Medium,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.MacFilter,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.MacFilterPolicy,false,true,false,xsd:boolean
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.Revisable,false,true,2,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.TotalNumberOfEntries,false,false,3,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.UrlFilter,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.3.UrlFilterPolicy,false,true,false,xsd:boolean
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.1,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.1.X_HUAWEI_Direction,false,true,LAN,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.1.X_HUAWEI_EndIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.1.X_HUAWEI_Service,false,true,HTTP,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.1.X_HUAWEI_StartIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.2,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.2.X_HUAWEI_Direction,false,true,LAN,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.2.X_HUAWEI_EndIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.2.X_HUAWEI_Service,false,true,ICMP,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.2.X_HUAWEI_StartIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.3,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.3.X_HUAWEI_Direction,false,true,LAN,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.3.X_HUAWEI_EndIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.3.X_HUAWEI_Service,false,true,TELNET,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.3.X_HUAWEI_StartIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.4,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.4.X_HUAWEI_Direction,false,true,WAN,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.4.X_HUAWEI_EndIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.4.X_HUAWEI_Service,false,true,ICMP,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.4.X_HUAWEI_StartIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.5,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.5.X_HUAWEI_Direction,false,true,WAN,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.5.X_HUAWEI_EndIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.5.X_HUAWEI_Service,false,true,FTP,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.5.X_HUAWEI_StartIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.6,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.6.X_HUAWEI_Direction,false,true,LAN,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.6.X_HUAWEI_EndIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.6.X_HUAWEI_Service,false,true,FTP,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.6.X_HUAWEI_StartIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.7,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.7.X_HUAWEI_Direction,false,true,WAN,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.7.X_HUAWEI_EndIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.7.X_HUAWEI_Service,false,true,ACS,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.ACL.7.X_HUAWEI_StartIpAddr,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.AppFilter,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.DosAttack,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.DosAttack.ArpAttack,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.DosAttack.IcmpFlooding,false,true,1,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.DosAttack.SynFlooding,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.1,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.1.DestIPEnd,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.1.DestIPStart,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.1.DestPortEnd,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.1.DestPortStart,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.1.Interface,false,true,br0,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.1.Name,false,true,Low-Lan,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.1.Priority,false,true,255,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.1.Protocol,false,true,ALL,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.1.SourceIPEnd,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.1.SourceIPStart,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.1.SourcePortEnd,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.1.SourcePortStart,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.1.Status,false,true,1,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.2,true,true,,
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.2.DestIPEnd,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.2.DestIPStart,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.2.DestPortEnd,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.2.DestPortStart,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.2.Interface,false,true,ALL,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.2.Name,false,true,Low-All,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.2.Priority,false,true,255,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.2.Protocol,false,true,ALL,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.2.SourceIPEnd,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.2.SourceIPStart,false,true,,xsd:string
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.2.SourcePortEnd,false,true,0,xsd:unsignedInt
InternetGatewayDevice.X_HUAWEI_FireWall.FilterMode.4.IpFilter.2.SourcePortStart,false,true,0,xsd:unsignedInt
